AttMatriz;Iteradores;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;;
desagio_acumulado_horizonte_estudo;19;;;;;;;;;;;;;;;;;;;0.836000413422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;20;;;;;;;;;;;;;;;;;;;;0.827992363564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;21;;;;;;;;;;;;;;;;;;;;;0.820061022834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;22;;;;;;;;;;;;;;;;;;;;;;0.812457876956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;23;;;;;;;;;;;;;;;;;;;;;;;0.804675341109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;24;;;;;;;;;;;;;;;;;;;;;;;;0.797214842643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;25;;;;;;;;;;;;;;;;;;;;;;;;;0.789578319856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;26;;;;;;;;;;;;;;;;;;;;;;;;;;0.782014947338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.775245805333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.767819724004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.760700930150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.753414174213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.746428940537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.739278896022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.732197341798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.725408818694;;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.718460125973;;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.711798966629;;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.704980642712;;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.698227631535;;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.692183754745;;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.685553324987;;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.679197259046;;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.672691226960;;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.666454411178;;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.660070442861;;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.653747626590;;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.647686445247;;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.641482255317;;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.635534791618;;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.629447002406;;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.623433923176;;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.617860798509;;;;;;;;;;;
desagio_acumulado_horizonte_estudo;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.611958401770;;;;;;;;;;
desagio_acumulado_horizonte_estudo;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.606300096801;;;;;;;;;
desagio_acumulado_horizonte_estudo;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.600508138931;;;;;;;;
desagio_acumulado_horizonte_estudo;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.594955705667;;;;;;;
desagio_acumulado_horizonte_estudo;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.589272120261;;;;;;
desagio_acumulado_horizonte_estudo;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.583642829894;;;;;
desagio_acumulado_horizonte_estudo;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.578246337069;;;;
desagio_acumulado_horizonte_estudo;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.572722375519;;;
desagio_acumulado_horizonte_estudo;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.567426855670;;
